year,event_id,fleet_class,rank,sail_number,boat_name,boat_type,owner_skipper
2015,1439,Classics,4,CAN 7315,7315,Star,John Hokanson
2015,1439,Alpha A3,8,CAN 99050,Agent 99,C&C 99,Rob Crutcher
2015,1439,Alpha A1,1,Can 430,Agincourt,N/M 43CR,Bob Cragg
2015,1439,International One Design,5,CAN 4,Aileen,IOD,Michael Kelley
2015,1439,Non-Spinnaker D1,2,CAN B96,Akubra,J 44,Reginald Goodday
2015,1439,Bluenose,13,CAN 154,All That JAS,Bluenose,Steve Stairs
2015,1439,Bravo B3,8,CAN 203,Ascent,Kirby 25,David Bezanson
2015,1439,Non-Spinnaker D2,4,CAN 20250,Aspire II,Catalina 27,James Gaw
2015,1439,Bluenose,6,B 227,Barbarian,Bluenose,Keith Fox
2015,1439,Bravo B2,4,CAN 33149,Bazinga!,C&C 33,Donald K Walker
2015,1439,International One Design,4,CAN 10,Bella,IOD,Ted Murphy
2015,1439,Sonar,1,CAN 834,Bella Rena,Sonar,Henry Demone
2015,1439,Alpha A2,5,CAN 51450,Black Pearl,J 120,Ross Leighton
2015,1439,Bravo B1,12,CAN 610,Blackjack,J 70,Kim Gibson
2015,1439,Alpha A1,4,CAN 35038,Brigand,ID35,Shawn Mulrooney
2015,1439,Alpha A2,3,CAN 144,Brilliance,J 120,Richard Calder
2015,1439,Alpha A1,6,USA 39503,Chaos,Farr 395,Mark Gosine
2015,1439,Alpha A1,3,CAN 35026,Climax,1D35,Nathan Reece / Emmanuel Comtois
2015,1439,Alpha A3,9,CAN 25444,Crackerjack!!!,J 35,John Traves
2015,1439,Bluenose,4,CAN 279,Dart,Bluenose,John Grantmyre
2015,1439,Alpha A2,1,CAN 50271,Deviation,J 120,Stu McCrea
2015,1439,Non-Spinnaker D2,6,CAN 504,Domino,Dullia 30,Bob  Fraser
2015,1439,Sonar,3,CAN 571,Echo,Sonar,John Whynacht
2015,1439,International One Design,3,CAN 7,Elida,IOD,Jay Nadelson
2015,1439,Bluenose,8,CAN B45,Esprit,Bluenose,Andrew Murphy
2015,1439,Bravo B1,7,CAN 235,Favourite Child,J 29,Carlisle & Erin Norwood
2015,1439,Bluenose,20,CAN 274,Feather,Bluenose,Sara Filbee
2015,1439,Bluenose,1,CAN 101,Fish 'n Chips,Bluenose,Christian Luthi
2015,1439,Alpha A3,6,CAN 21,Five of Harts,Beneteau First 10R,Gordon  Hart
2015,1439,Bravo B2,1,CAN 256,Flux,J 30,Jordan MacNeil
2015,1439,Bravo B1,8,USA 121,Goat Whisperer,J 80,Dale Robertson
2015,1439,Alpha A2,8,CAN 15005,Grand Cru,J 120,Mike Kennedy
2015,1439,Bluenose,12,162,Hackmatack,Bluenose,Nicholas Lewin
2015,1439,Bravo B1,2,CAN 57,Head Games,J 29 FR OB,Terry Schnare
2015,1439,Sonar,6,CAN 355,Hearts3,Sonar,Graham Eisenhauer
2015,1439,Alpha A1,7,CAN 54340,Helms Deep,Soto 40,Mike Sutton
2015,1439,Bravo B2,2,CAN 34440,Highlander,DB1,Dan Pride
2015,1439,J 24,6,CAN 2113,Hold Fast,J 24,Daniel Males
2015,1439,Bluenose,16,CAN 66,Hornpipe,Bluenose,Mathew Murphy
2015,1439,Bravo B3,3,CAN 131,Hotspur,Santana 23,Tyson Hynes
2015,1439,Bravo B2,8,CAN 23,Hummin,Soling,Bill Haliburton
2015,1439,J 24,2,CAN 3968,HypeWave,J 24,Chris  Veinot
2015,1439,Bravo B1,13,KC 670,Illusion,Windward Yachts 36,Mike Morris
2015,1439,Bravo B2,5,CAN 83270,Incorrigible,J 27,Sam Lamey
2015,1439,Bluenose,17,B 47,Island Girl,Bluenose,Travis Blain
2015,1439,Bravo B1,6,CAN 84675,J (2.2),J 29,Jim Snair
2015,1439,Alpha A3,4,CAN 229,J 35,J 35,Andrew Childs
2015,1439,Alpha A3,7,CAN 282,J Hawk,J 35,Thane MacDonald
2015,1439,Alpha A3,1,USA 41057,J'ai Tu,J 35,Rodney Johnstone / Gary Bennett
2015,1439,Bravo B1,9,CAN 31587,Jah Mon,J 29 FR IB,Carl Davis
2015,1439,J 24,3,CAN 42,Jamming,J 24,Nicholas Hamblin
2015,1439,Bravo B2,6,CAN 008,Just Add Water,J 30,Jesleine Baker
2015,1439,Alpha A2,6,CAN 59115,Koobalibra,C&C 115,David Barlow
2015,1439,International One Design,6,CAN 8,La Diva,IOD,Stephen Bond
2015,1439,J 24,1,CAN 3849,Lightning McQueen,J 24,Ian Dawson
2015,1439,J 24,7,CAN 2108,Lowlife,J 24,Casey Leblanc
2015,1439,Alpha A3,5,CAN 34539,MacIntosh,Custom Cartwright,Durk Steigenga
2015,1439,Alpha A1,5,CAN 5095,Magic Bus,Farr 40 OD,Greg Hardy
2015,1439,Bluenose,3,116,Mahaska,Bluenose,Karl Mitchell
2015,1439,Sonar,10,USA 624,Martha Jane,Sonar,John Jenkins
2015,1439,Sonar,4,CAN 835,Maslow,Sonar,Paul Tingley
2015,1439,Farr 30,5,CAN 66,Matador,Farr 30,Gregory Blunden
2015,1439,Bravo B3,2,CAN 221,Mayhem,C&C 29 Mark II,Richard Gerstenberger
2015,1439,Alpha A3,3,CAN 506,McMac,J 105,Rory Macdonald
2015,1439,International One Design,2,CAN 1,Mighty Mo,IOD,Richard Thompson
2015,1439,Non-Spinnaker D1,3,CAN 22440,Mischief,C&C 40,Jeff Costwell
2015,1439,Sonar,7,USA 462,Model T,Sonar,Lesley Taylor
2015,1439,Bravo B3,7,CAN 34679,Moderation,Mirage 27,Steve Williston
2015,1439,Bluenose,11,B407,Night Train,Bluenose,Greg Flynn
2015,1439,Alpha A3,10,CAN 54,Njord,Beneteau 36.7,Blaine MacNeil
2015,1439,Farr 30,2,USA 28,One More Time,Farr 30,Rob  Gale
2015,1439,Bravo B2,10,CAN 41848,Osprey,Beneteau 305,Todd MacEachern
2015,1439,Sonar,2,CAN 754,PING,Sonar,Andreas Josenhans
2015,1439,Bravo B1,5,CAN 222,Painkiller,J 29,Paul Dexter
2015,1439,Bravo B1,1,CAN 117,Paradigm Shift,J 29,Don Williams
2015,1439,Non-Spinnaker D2,5,CAN 399,Patience,Nonsuch 30 Ultra,Bruce Flinn
2015,1439,Alpha A3,2,CAN 8,Poohsticks,J 92,Colin Mann
2015,1439,Non-Spinnaker D1,4,CAN 4540,Prairie Oyster,CS 30,Mike Klassen
2015,1439,Bluenose,9,B 347,Privateer,Bluenose,Connor Mraz
2015,1439,Non-Spinnaker D1,1,CAN 59711,Pursuit,Peterson Custom 46,Bob Belliveau
2015,1439,Alpha A2,4,CAN 52556,Ramillies,Beneteau First 44.7,David Wilson
2015,1439,Farr 30,1,USA 683,Ramrod,Farr 30,Rodrick Jabin
2015,1439,Bravo B1,10,CAN 376,Re-demp-tion,J 70,Bill Adams
2015,1439,Bluenose,5,85,Rebel,Bluenose,Thomas Murphy
2015,1439,Bluenose,22,CAN 64,Reprieve,Bluenose,David Chandler
2015,1439,Bravo B3,6,CAN 4097,Roguewave,Viking 28,Elizabeth Whyte
2015,1439,Classics,3,FKC 21,Rondo,Folkboat,Dayna Nelder
2015,1439,Bravo B1,4,CAN 31991,Rumblefish,J 29 FRIB,Scott Covey
2015,1439,J 24,5,CAN 5461,Rush Hour,J 24,Ross  Romney
2015,1439,Non-Spinnaker D2,1,USA 4962,SEABREAKER,cAND C,Bruce Nunn
2015,1439,Sonar,9,CAN 366,SOT After,Sonar,Greg  Bailly
2015,1439,Sonar,5,CAN 17,Scamp,Sonar,Stuart Hebb
2015,1439,Bravo B1,3,CAN 34429,Scotch Mist IV,J 29,Chris MacDonald
2015,1439,Bravo B2,7,CAN 219,Scotch on the Rocks,T 10,Arthur Backman
2015,1439,Bluenose,21,12,Sea Biscuit,Bluenose,Shannon Black
2015,1439,Non-Spinnaker D2,3,CAN 1046,Seasong,Tanzer 22,Heiner Josenhans
2015,1439,Classics,1,CAN P3,Seneca,Classic,David Creighton
2015,1439,Bluenose,2,B 266,Shaken Knot Stirred,Bluenose,Malcolm Fraser
2015,1439,Sonar,8,CAN 425,Shenanagans,Sonar,Jonathan Chiasson
2015,1439,Bravo B1,11,CAN 44025,Showgirl,C&C 38 Mk1,Drew Bethune
2015,1439,Bravo B3,4,Can 1857,Sisu,Tanzer 22,David Peer
2015,1439,Bravo B2,3,CAN 34142,Slyfox,Peterson 29,James Mosher
2015,1439,Bravo B3,1,CAN 192,Spare Change,Kirby 25,Ryan Gallant
2015,1439,International One Design,1,CAN 3,Squall,IOD,Peter Wickwire
2015,1439,Non-Spinnaker D1,5,CAN 14975,Surprise,C&C 38,Phil Dumaresq
2015,1439,Bluenose,10,CAN 196,Sweet Pea,Bluenose,Hugh Smith
2015,1439,Farr 30,4,CAN 29,Tangley,Farr 30,Jonathan  Ross
2015,1439,Alpha A1,2,USA 135,Team Ocean,Melges 32,John  Roy
2015,1439,Bravo B3,5,CAN 7,Tempus Fugit,Alberg 37,David McVay
2015,1439,Farr 30,6,CAN 23,The Red Boat,Farr 30,Chris Gilmore
2015,1439,Bluenose,18,B 138,The Rest,Bluenose,Mike Hill
2015,1439,Alpha A2,7,CAN 84037,Third Wave,C&C 37R,Steve Davies
2015,1439,Bravo B2,9,CAN 2372,Tuna,CS 36,Frank Egan
2015,1439,Farr 30,3,CAN 47,Venturesome,Farr 30,Ben Maloney
2015,1439,Classics,2,USA Q5,Virginia,Universal Q,John W Wurts Jr.
2015,1439,Bluenose,7,CAN 257,Wahoo,Bluenose,Andreas Demone
2015,1439,Bluenose,15,CAN B69,Wanderer,Bluenose,Denis Dyer
2015,1439,Alpha A2,2,CAN 50141,Wandrian,Taylor 41,Bill Tucker
2015,1439,Non-Spinnaker D2,2,CAN 553,Warp Drive,Sonar,Thomas Avery
2015,1439,J 24,4,CAN 4282,Waverunner,J 24,Will Nauss
2015,1439,Bluenose,14,CAN 331,Yemanja,Bluenose,Susan Crocker
2015,1439,Bluenose,19,Can 235,Zephyr,Bluenose,Heather Robertson
2016,2748,Alpha 3,6,USA 62,AXIS,J 105,Richard Gerstenberger
2016,2748,Alpha 3,3,CAN 99050,Agent 99,C&C 99,Rob Crutcher
2016,2748,Alpha 1,3,CAN 430,Agincourt,N/M 43CR,Bob Cragg
2016,2748,International One Design,5,CAN 4,Aileen,IOD,Michael Kelley
2016,2748,Bluenose,7,CAN 154,All That JAS,Bluenose,Steve Stairs
2016,2748,Delta 2,6,CAN 34505,Antares,Ontario 32,Jamie Moye
2016,2748,Classics,7,CG,Arronta,Crocker Gull,Bryan Palfreyman
2016,2748,Bluenose,2,B 227,Barbarian,Bluenose,Keith Fox
2016,2748,J 24,1,CAN 431,Barely Legal,J 24,David Wedlake
2016,2748,International One Design,9,USA 10,Bella,IOD,Sandy Yellott
2016,2748,Sonar,1,CAN 834,Bella Rena,Sonar,Henry Demone
2016,2748,J120,4,CAN 51450,Black Pearl,J 120,Ross Leighton
2016,2748,J120,3,CAN 144,Brilliance,J 120,Richard Calder
2016,2748,Bluenose,3,85,Casino Royale,Bluenose,David Bechtel
2016,2748,Alpha 1,5,39503,Chaos,Farr 395,Mark Gosine
2016,2748,Bluenose,8,CAN 77,Chase,Bluenose,Ron Barr
2016,2748,Alpha 1,4,CAN 35026,Climax,1D35,Nathan Reece
2016,2748,J35,5,CAN 25444,Crackerjack!!!,J 35,peter traves
2016,2748,J 24,6,CAN 1934,Dark Star,J 24,Ben Rubarth
2016,2748,Bravo 1,3,CAN 33149,Dark Water,C&C 33,Donald K Walker
2016,2748,Bluenose,14,CAN 279,Dart,Bluenose,John Grantmyre
2016,2748,ALPHA 2,4,CAN 89,Deep Bight,J 88,Jim Snair
2016,2748,J120,1,CAN 50271,Deviation,J 120,Stu McCrea
2016,2748,Sonar,4,Can 571,Echo,Sonar,John Franklin
2016,2748,International One Design,4,CAN 7,Elida,IOD,Jay Nadelson
2016,2748,Delta 1,2,CAN 61289,Equinox,Frers 33,Rod Stright
2016,2748,Bluenose,11,CAN B45,Esprit,Bluenose,Andrew Murphy
2016,2748,Bravo - J29,5,CAN 235,Favourite Child,J 29,Carlisle & Erin Norwood
2016,2748,Bravo 1,2,CAN 4964,Gersemi,Viking 33,Paul Bezanson
2016,2748,Sonar,6,USA 835,Get Lucky,Sonar,paul tingley
2016,2748,Bluenose,5,B 182,Ghost,Bluenose,Stuart MacLean
2016,2748,Bravo 1,6,USA 121,Goat Whisperer,J 80,Dale Robertson
2016,2748,J120,5,CAN 15005,Grand Cru,J 120,Mike Kennedy
2016,2748,J35,1,CAN 229,HELOC,J 35,Andrew Childs
2016,2748,Bluenose,16,162,Hackmatack,Bluenose,Nicholas Lewin
2016,2748,ALPHA 2,2,CAN 129,Hard 1,Fareast 28R,Mathew Archibald
2016,2748,Alpha 1,2,CAN 51111,Hard Ei8ht,Tripp 41,Lawrence Taylor
2016,2748,J35,4,CAN 73/459,Harrier,J 35,Ann Petley-Jones
2016,2748,Classics,4,P 1,Hayseed IV,Wm Gardner P,Christopher Wurts
2016,2748,Bravo - J29,2,CAN 57,Head Games,J 29,TERRY Schnare
2016,2748,Bravo 1,1,CAN 34440,Highlander,Dehler DB1,Dan Pride
2016,2748,Bravo 2,3,CAN 131,Hotspur,Santana 23,Tyson Hynes
2016,2748,Bravo 2,1,CAN 23,Hummin,Soling,William Haliburton
2016,2748,J 24,2,CAN 3968,HypeWave,J 24,Chris Veinot
2016,2748,International One Design,8,CAN 2,IBIS,IOD,Antony Merck
2016,2748,Bravo 1,8,CAN 83270,Incorrigble,J 27,Sam Lamey
2016,2748,J35,3,USA 41057,J'ai Tu,J 35,Rodney Johnstone / Gary Bennett
2016,2748,Bravo - J29,7,CAN 160,J-Roc,J 29,Chris Power
2016,2748,J35,2,CAN 282,JHawk,J 35,Thane MacDonald
2016,2748,Bravo - J29,6,USA 500,Jah Mon,J 105,Carl Davis
2016,2748,J 24,4,CAN 42,Jamming,J 24,Nicholas Hamblin
2016,2748,Bravo 1,7,CAN 008,Just Add Water,J 30,Jesleine Baker
2016,2748,International One Design,6,CAN 8,La Diva,IOD,Stephen Bond
2016,2748,Delta 2,9,CAN 205,Leah Dawn,Mirage 24,Richard Boutilier
2016,2748,J 24,7,CAN 2108,Lowlife,J 24,Casey Leblanc
2016,2748,ALPHA 2,6,CAN 34539,MacIntosh,Cartwright,Durk Steigenga
2016,2748,Bluenose,4,B 116,Mahaska,Bluenose,Karl Mitchell
2016,2748,Delta 1,4,CAN 24228,Mariah,C&C 35,Keith Johnson
2016,2748,Sonar,8,USA 624,Martha Jane,Sonar,John  Jenkins
2016,2748,Farr 30,5,CAN 66,Matador,Farr 30,Gregory Blunden
2016,2748,Alpha 3,2,CAN 506,McMac,J 105,Rory Macdonald
2016,2748,International One Design,3,CAN 1,Mighty Mo,IOD,Richard Thompson
2016,2748,Delta 1,5,CAN 22440,Mischief,C&C 40,Jeff Costwell
2016,2748,Alpha 3,5,CAN 606,MoJo,J 105,James Mosher
2016,2748,Sonar,5,USA 54,Model T,Sonar,Lesley Taylor
2016,2748,Delta 1,1,CAN 23503,Night Train,C&C 40-2 TM/DK,Brad Boutilier
2016,2748,Farr 30,2,USA 28,One More Time,Farr 30,Rob  Gale
2016,2748,Sonar,3,CAN 754,PING,Sonar,Andreas Josenhans
2016,2748,Bravo - J29,3,CAN 222,Painkiller,J 29,Paul Dexter
2016,2748,Bravo - J29,1,CAN 117,Paradigm shift,J 29,Don Williams
2016,2748,Delta 2,3,CAN 399,Patience,Nonsuch 30 Ultra,Bruce Flinn
2016,2748,International One Design,7,USA 9,Piper,IOD,Scott Thomas
2016,2748,Alpha 3,1,CAN 8,Poohsticks,J 92,Colin Mann
2016,2748,Delta 2,7,CAN 4540,Prairie Oyster,CS 30,Mike Klassen
2016,2748,Bluenose,6,347,Privateer,Bluenose,Connor Mraz
2016,2748,ALPHA 2,7,CAN 52556,Ramillies,Beneteau First 44.7,David Wilson
2016,2748,Bravo 1,4,CAN 1529,Rattle and Hum,J 30,Bruce Moore
2016,2748,Alpha 3,7,CAN 84986,Razzmatazz,Abbott 36,Chris Campbell
2016,2748,Bravo 1,5,CAN 376,Re-demp-tion,J 70,Bill Adams
2016,2748,Bluenose,20,USA B85,Rebel,Bluenose,Thomas Murphy
2016,2748,Bluenose,19,CAN 195,Rednose,Bluenose,Jeff Munroe
2016,2748,International One Design,2,CAN 11,Restless,IOD,Ted Murphy
2016,2748,Classics,6,FKC21,Rondo,Folk Boat,Dayna Nelder
2016,2748,J 24,3,ARG 5461,Rush Hour,J 24,ross romney
2016,2748,Alpha 3,4,CAN 40998,SAil La Vie,Jeanneau 409,louis bourget
2016,2748,Classics,3,CAN 8187,STAR,Star,John Hokanson
2016,2748,Bluenose,12,382,STINGER,Bluenose,Don McAlpine
2016,2748,Bravo 1,11,CAN 2372,STV Tuna,CS 36,Eric Hill
2016,2748,ALPHA 2,1,CAN 106,Sabotage,Viper 830,Doug Folsetter
2016,2748,Bravo - J29,4,CAN 34429,Scotch Mist IV,J 29,Chris MacDonald
2016,2748,Bravo 1,10,CAN 219,Scotch on the Rocks,T 10,Arthur Backman
2016,2748,Bluenose,17,B12,Sea Biscuit,bluenose,Deborah Winsor
2016,2748,Delta 2,4,USA 4962,Sea Breaker,C&C 25,bruce nunn
2016,2748,Classics,1,CAN P3,Seneca,Classic,David Creighton
2016,2748,Bluenose,10,266,Shaken Knot Stirred,Bluenose,Jeremy Fraser
2016,2748,Sonar,7,CAN 425,Shenanagans,Sonar,jonathan chiasson
2016,2748,Bravo 1,9,CAN 44025,Showgirl,C&C 38 Mk1,Drew Bethune
2016,2748,J120,2,CAN 78,Slice,J 120,Ronald Stewart
2016,2748,Bravo 2,2,CAN 192,Spare Change,Kirby 25,Jeremy Benoit
2016,2748,International One Design,1,CAN 3,Squall,IOD,Peter Wickwire
2016,2748,ALPHA 2,3,CAN 42416,Starfire X,TT35,Andrew Boswell
2016,2748,Delta 2,1,CAN 223,Summer Salts,C&C 32,Steve Williston
2016,2748,Bluenose,1,CAN 196,Sweet Pea,Bluenose,Hugh Smith
2016,2748,Farr 30,1,CAN 29,Tangley,Farr 30,Peter Toombs
2016,2748,Alpha 1,1,USA 135,Team Ocean,Melges 32,John  Roy
2016,2748,Delta 2,2,CAN 7,Tempus Fugit,Alberg 37,David McVay
2016,2748,Farr 30,4,CAN 23,The Red Boat,Farr 30,Chris Gilmore
2016,2748,Bluenose,13,B 138,The Rest,Bluenose,Mike Hill
2016,2748,Delta 2,5,CAN 14915,To'Mater 3,C&C 25 Mk1,Warren Webber
2016,2748,Sonar,2,USA 1,Valiant,Sonar,Rick Doerr
2016,2748,Farr 30,3,CAN 47,Venturesome,Farr 30,Ben Maloney
2016,2748,Classics,2,Q5,Virginia,Universal Q,John W Jr Wurts
2016,2748,Bluenose,9,B 257,Wahoo,Bluenose,Andreas Demone
2016,2748,Bluenose,15,CAN B69,Wanderer,Bluenose,Denis Dyer
2016,2748,J 24,5,CAN 4282,Waverunner,J 24,Will Nauss
2016,2748,J35,6,USA 41873,Whistler's Air,J 35,Richard  Oulton
2016,2748,ALPHA 2,5,CAN 51223,Wild Thing VI,Beneteau 42S7,Greg Hammond
2016,2748,Delta 2,8,CAN 2827,Windarra,Catalina,Barry Heffernan
2016,2748,Bluenose,18,CAN 235,Zephyr,Bluenose,Heather Robertson
2016,2748,Delta 1,3,CAN 59711,pursuit,custom peterson 46,bob belliveau
2016,2748,Classics,5,C 6,ripple,Chester C,jim rafuse
2017,4139,Classics,1,CAN 7887,7887,Star,John Hokanson
2017,4139,Alpha 3,4,USA 62,AXIS,J 105,Richard Gerstenberger
2017,4139,Alpha 3,3,CAN 99050,Agent 99,C&C 99,Rob Crutcher
2017,4139,Alpha 1,4,CAN 430,Agincourt,N/M 43CR,Bob Cragg
2017,4139,International One Design,7,4,Aileen,IOD,Michael  Kelley
2017,4139,Bluenose,15,CAN 154,All That JAS,Bluenose,Steve Stairs
2017,4139,Delta,9,55,Argo,Hullmaster 22,Wayne Heisler
2017,4139,Sonar,2,CAN 425,Barbarian,Sonar,Rob Barbara
2017,4139,Bluenose,6,227,Barbarian,Bluenose,Keith Fox
2017,4139,Alpha 1,8,35034,Barchetta,1D35,Steve Davies
2017,4139,J 24,2,CAN 4101,Barely Legal,J/24,Jonathan Reid
2017,4139,International One Design,2,10,Bella,IOD,Oliver Dix
2017,4139,Alpha 1,7,Can 51450,Black Pearl,J 120,Ross Leighton
2017,4139,Sonar,10,CAN 755,Bleep,Sonar,Paul Rafuse
2017,4139,Alpha 1,6,CAN 144,Brilliance,J 120,Richard Calder
2017,4139,Bravo 1,8,CAN 1418,Buzz,J 27,Barry Eisener
2017,4139,Bluenose,7,284,Casino Royale,Bluenose,David Bechtel
2017,4139,Alpha 1,3,39503,Chaos,Farr 395,Mark Gosine
2017,4139,Alpha 1,2,CAN 35026,Climax,1D35,Nathan Reece
2017,4139,J 24,3,Can_3849,Codfather,J24,Caroline Muselet
2017,4139,Alpha 2,8,CAN 25444,Crackerjack!!!,J 35,peter traves
2017,4139,Bravo 1,9,CAN 33149,Dark Water,C&C 33,Donald K Walker
2017,4139,Bluenose,16,CAN 279,Dart,Bluenose,Christian/Ben Grantmyre
2017,4139,Alpha 1,1,CAN 50271,Deviation,J 120,Stu McCrea
2017,4139,Alpha 3,1,Can 52595,DogParty,J-100,terry mckenna
2017,4139,Sonar,6,Can 571,Echo,Sonar,John Franklin
2017,4139,International One Design,8,CAN 7,Elida,IOD,Jay Nadelson
2017,4139,Bluenose,12,CAN B45,Esprit,Bluenose,Andrew Murphy
2017,4139,Farr 30,2,CAN 29,Farr 2 Tangley,Farr 30,Peter/Jon Toombs/Ross
2017,4139,Bravo 2,5,CAN 235,Favourite Child,J 29,Carlisle & Erin Norwood
2017,4139,Bluenose,4,66,Feather,Bluenose,Karl Mitchell
2017,4139,Alpha 2,7,50959,Flying V,Viper 830,Ian MacKillop
2017,4139,Bravo 1,2,CAN 4964,Gersemi,Viking 33,Paul Bezanson
2017,4139,Bluenose,14,182,Ghost,Bluenose,Stu Maclean
2017,4139,Bravo 1,6,121,Goat Whisperer,J80,Dale Robertson
2017,4139,Farr 30,4,CAN 47,Goose,Farr 30,Ben Maloney
2017,4139,Sonar,9,USA 687,Green Flash,Sonar,Kevin Schwarm
2017,4139,Delta,7,480,Gryphon,C & C 29 Mk 2,Harry Fitzgerald
2017,4139,Bravo 1,10,CAN 126,HARPOON,J 80,Don McAlpine
2017,4139,Alpha 2,1,CAN 229,HELOC,J 35,Andrew Childs
2017,4139,Alpha 2,4,CAN 129,Hard 1,Fareast 28,Mathew Archibald Graham Langill
2017,4139,Classics,3,P 1,Hayseed IV,Wm Gardner P,Christopher Wurts
2017,4139,Bravo 2,6,CAN 57,Head Games,J 29,TERRY Schnare
2017,4139,Sonar,5,CAN 355,Hearts3,Sonar,Graham Eisenhauer
2017,4139,Bravo 1,4,34440,Highlander,Dehler db1,Dan Pride
2017,4139,Bravo 1,7,Can 225,Hoonigan,Soling,Ivan Fitch
2017,4139,Bravo 1,14,CAN 131,Hotspur,Santana 23,Tyson Hynes
2017,4139,Bravo 1,5,can 23,Hummin,Soling,Bill Haliburton
2017,4139,J 24,1,CAN 3968,HypeWave,J 24,Chris Veinot
2017,4139,Bravo 1,3,CAN 267,I Sea U,S2 7.9,Claudio Martin
2017,4139,Bravo 1,11,CAN 83270,Incorrigible,J 27,Sam Lamey
2017,4139,Classics,7,CAN 131,Intrigue,International Dragon,Bryan Palfreyman
2017,4139,Alpha 2,2,CAN 282,J Hawk,J 35,Thane MacDonald
2017,4139,Alpha 2,5,USA 41057,J'ai Tu,J 35,Rodney Johnstone / Gary Bennett
2017,4139,Bravo 2,8,160,J-Roc,J 29,Chris Power
2017,4139,Bravo 2,7,can 31587,Jahmon,j29,Carl Davis
2017,4139,Bluenose,22,CAN 303,JennaLeah,Bluenose,David Chandler
2017,4139,J 70,1,CAN 491,Joyridin',J 70,Graeme Carr
2017,4139,Bravo 1,1,CAN 008,Just Add Water,J 30,Jesleine Baker
2017,4139,International One Design,6,CAN 8,La Diva,IOD,Stephen Bond
2017,4139,Sonar,11,CAN 1,Lady Jean,Sonar,John Campbell
2017,4139,Alpha 3,5,CAN 606,MOJO,J 105,James Mosher
2017,4139,Alpha 2,3,CAN 34539,MacIntosh,Custom Cartwright,Durk Steigenga
2017,4139,Bluenose,10,116,Mahaska,Bluenose,Andreas  Demone
2017,4139,Farr 30,6,CAN 66,Matador,Farr 30,Gregory Blunden
2017,4139,International One Design,5,Can 1,Mighty Mo,IOD,Richard Thompson
2017,4139,Delta,2,22440,Mischief,C&C 40,Jeff Costwell
2017,4139,Sonar,4,CAN 462,Model T,Sonar,Lesley Taylor
2017,4139,Bluenose,20,253,Moneyshot,Bluenose,Casey Leblanc
2017,4139,Farr 30,1,USA 706,Ocean Yachts Sales One More Time,Farr 30,Rob Gale/ Ed Steeves
2017,4139,Sonar,1,CAN 754,PING,Sonar,Andreas Josenhans
2017,4139,Bravo 2,3,CAN 117,Paradigm Shift,J 29,Don Williams
2017,4139,Delta,3,CAN 399,Patience,Nonsuch 30 Ultra,Bruce Flinn
2017,4139,Sonar,8,CAN 415,Pi,Sonar,Glen Dexter
2017,4139,International One Design,4,9,Piper,IOD,Shawn Mulrooney
2017,4139,J 70,3,CAN 1160,Point Eight,J 70,Peggy Bethune
2017,4139,Alpha 3,2,CAN 8,Poohsticks,J 92,Colin Mann
2017,4139,Bluenose,8,B 347,Privateer,Bluenose,Connor Mraz
2017,4139,Bravo 1,13,838,Raido,Soling,Keith Davidson
2017,4139,Alpha 2,9,CAN 52556,Ramillies,Beneteau First 44.7,David Wilson
2017,4139,Alpha 3,8,CAN 84986,Razzmatazz,Abbott 36,Chris Campbell
2017,4139,Bluenose,2,CAN B85,Rebel,Bluenose,Thomas/Erik  Murphy/koppernaes
2017,4139,Alpha 2,6,35,Rebel Rebel,X-Yacht X-35,Sarah / Greg Hardy
2017,4139,International One Design,1,11,Restless,IOD,Ted Murphy
2017,4139,Classics,5,fkc 21,Rondo,Folk Boat,Dayna Nelder
2017,4139,Bravo 2,1,CAN 31991,Rumblefish,J29,Scott Covey
2017,4139,Sonar,7,CAN 835,SOT After,Sonar,Greg  Bailly
2017,4139,Alpha 3,6,CAN 40998,Sail La Vie,Jeanneau 409,louis bourget
2017,4139,Bravo 2,4,CAN 34429,Scotch Mist IV,J 29,Chris MacDonald
2017,4139,Bravo 1,12,CAN 219,Scotch on the Rocks,T 10,Arthur Backman
2017,4139,J 70,2,CAN 610,SeaYa,J 70,Kim Gibson
2017,4139,Classics,6,CAN P3,Seneca,Classic,David Creighton
2017,4139,Bluenose,5,CAN 266,Shaken Knot Stirred,Bluenose,Malcolm Fraser
2017,4139,Sonar,3,CAN 75,ShoreEast,Sonar,Jonathan  Ladha
2017,4139,Bravo 1,15,CAN 44025,Showgirl,C&C 38 Mk1,Drew Bethune
2017,4139,Alpha 1,5,CAN 78,Slice,J 120,Ronald Stewart
2017,4139,Bluenose,19,447,Sofia,Bluenose,George Cangiano
2017,4139,Alpha 3,7,CAN 73219,Sou'Wester,Sovereign 33-2,Badd Wilson
2017,4139,Bravo 1,16,192,Spare Change,Kirby 25,Lindsay Gallant
2017,4139,International One Design,3,3,Squall,IOD,Peter Wickwire
2017,4139,Bluenose,17,CAN 196,Sweet Pea,Bluenose,Hugh Smith
2017,4139,Bluenose,11,Can 131,Tacamat,Bluenose,John / Simon Muller / Zeh
2017,4139,Classics,2,CAN 7,Tempus Fugit,Alberg 37,David McVay
2017,4139,Farr 30,5,CAN 23,The Red Boat,Farr 30,Chris Gilmore
2017,4139,Bluenose,21,B 138,The Rest,Bluenose,Mike Hill
